numero_local,region,provincia,distrito,lat,lng,clasificacion_oficial_urbano_rural,fuente_clasificacion_oficial,codigo_casco_urbano_inei,distrito_casco_urbano_inei,descripcion_casco_urbano_inei,distancia_borde_casco_urbano_m,profundidad_relativa_casco_urbano,subclasificacion_urbana_oficial
1572,HUANCAVELICA,HUANCAVELICA,ACORIA,-12.647255,-74.735865,rural,Fuera de casco urbano INEI,,,,,,
1573,HUANCAVELICA,HUANCAVELICA,ACORIA,-12.500849,-74.831797,rural,Fuera de casco urbano INEI,,,,,,
1574,HUANCAVELICA,HUANCAVELICA,ACORIA,-12.714194,-74.880089,rural,Fuera de casco urbano INEI,,,,,,
1587,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,-12.713941,-75.171505,rural,Fuera de casco urbano INEI,,,,,,
1592,HUANCAVELICA,HUANCAVELICA,YAULI,-12.8317,-74.7597,urbano,INEI casco urbano WFS,090117,YAULI,CASCO URBANO,104.22,0.1283,urbano_periferico
1593,HUANCAVELICA,HUANCAVELICA,YAULI,-12.77894,-74.76366,rural,Fuera de casco urbano INEI,,,,,,
1594,HUANCAVELICA,HUANCAVELICA,YAULI,-12.867068,-74.835555,rural,Fuera de casco urbano INEI,,,,,,
1601,HUANCAVELICA,ACOBAMBA,ANTA,-12.7899,-74.6809,urbano,INEI casco urbano WFS,090203,ANTA,CASCO URBANO,42.24,0.0705,urbano_periferico
1603,HUANCAVELICA,ACOBAMBA,ANDABAMBA,-12.623106,-74.688555,rural,Fuera de casco urbano INEI,,,,,,
1609,HUANCAVELICA,ACOBAMBA,PAUCARA,-12.774127,-74.71978,rural,Fuera de casco urbano INEI,,,,,,
1612,HUANCAVELICA,ACOBAMBA,ROSARIO,-12.7452,-74.6311,urbano,INEI casco urbano WFS,090208,ROSARIO,CASCO URBANO,182.65,0.1802,urbano_central
1617,HUANCAVELICA,ANGARAES,LIRCAY,-13.026709,-74.795095,urbano,INEI casco urbano WFS,090301,LIRCAY,CASCO URBANO,92.96,0.0919,urbano_periferico
1618,HUANCAVELICA,ANGARAES,ANCHONGA,-12.875187,-74.685269,rural,Fuera de casco urbano INEI,,,,,,
1620,HUANCAVELICA,ANGARAES,ANCHONGA,-12.855886,-74.680761,rural,Fuera de casco urbano INEI,,,,,,
1621,HUANCAVELICA,ANGARAES,ANCHONGA,-12.88363,-74.712941,urbano,INEI casco urbano WFS,090302,ANCHONGA,CASCO URBANO,49.78,0.0717,urbano_periferico
1624,HUANCAVELICA,ANGARAES,CONGALLA,-12.952807,-74.560604,urbano,INEI casco urbano WFS,090306,CONGALLA,CASCO URBANO,139.04,0.2578,urbano_central
1626,HUANCAVELICA,ANGARAES,CHINCHO,-13.06409,-74.276594,rural,Fuera de casco urbano INEI,,,,,,
1640,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,-13.183729,-75.365377,rural,Fuera de casco urbano INEI,,,,,,
1649,HUANCAVELICA,TAYACAJA,PAMPAS,-12.498677,-74.828247,rural,Fuera de casco urbano INEI,,,,,,
1650,HUANCAVELICA,TAYACAJA,PAMPAS,-12.4637,-74.8355,rural,Fuera de casco urbano INEI,,,,,,
1655,HUANCAVELICA,TAYACAJA,AHUAYCHA,-12.31416,-74.91777,rural,Fuera de casco urbano INEI,,,,,,
1656,HUANCAVELICA,TAYACAJA,AHUAYCHA,-12.4839,-74.9051,rural,Fuera de casco urbano INEI,,,,,,
1659,HUANCAVELICA,TAYACAJA,COLCABAMBA,-12.4437,-74.6532,rural,Fuera de casco urbano INEI,,,,,,
1660,HUANCAVELICA,TAYACAJA,COLCABAMBA,-12.3948,-74.7528,rural,Fuera de casco urbano INEI,,,,,,
1661,HUANCAVELICA,TAYACAJA,COLCABAMBA,-12.3448,-74.7948,rural,Fuera de casco urbano INEI,,,,,,
1662,HUANCAVELICA,TAYACAJA,COLCABAMBA,-12.3487,-74.73,rural,Fuera de casco urbano INEI,,,,,,
1663,HUANCAVELICA,TAYACAJA,QUICHUAS,-12.4934,-74.6887,rural,Fuera de casco urbano INEI,,,,,,
1665,HUANCAVELICA,TAYACAJA,QUICHUAS,-12.5195,-74.6738,rural,Fuera de casco urbano INEI,,,,,,
1668,HUANCAVELICA,TAYACAJA,QUICHUAS,-12.4607,-74.7616,rural,Fuera de casco urbano INEI,,,,,,
1674,HUANCAVELICA,TAYACAJA,HUARIBAMBA,-12.251238,-74.887691,rural,Fuera de casco urbano INEI,,,,,,
1679,HUANCAVELICA,TAYACAJA,SALCABAMBA,-12.2701,-74.8098,rural,Fuera de casco urbano INEI,,,,,,
1690,HUANCAVELICA,HUAYTARA,OCOYO,-14.00285,-74.95607,rural,Fuera de casco urbano INEI,,,,,,
1691,HUANCAVELICA,HUAYTARA,PILPICHACA,-13.243,-74.7085,rural,Fuera de casco urbano INEI,,,,,,
1693,HUANCAVELICA,HUAYTARA,PILPICHACA,-13.2154,-74.7607,rural,Fuera de casco urbano INEI,,,,,,
1705,HUANCAVELICA,CHURCAMPA,ANCO,-12.64541,-74.56559,rural,Fuera de casco urbano INEI,,,,,,
1712,HUANCAVELICA,CHURCAMPA,LOCROJA,-12.6683,-74.4552,rural,Fuera de casco urbano INEI,,,,,,
1727,HUANUCO,HUANUCO,CHINCHAO,-9.5582,-76.01717,rural,Fuera de casco urbano INEI,,,,,,
1728,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,-9.77869,-75.956312,rural,Fuera de casco urbano INEI,,,,,,
1729,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,-9.633055,-75.856024,rural,Fuera de casco urbano INEI,,,,,,
1732,HUANUCO,HUANUCO,CHURUBAMBA,-9.774947,-76.226073,urbano,INEI casco urbano WFS,100104,CHURUBAMBA,CASCO URBANO,172.52,0.2508,urbano_central
1733,HUANUCO,HUANUCO,CHURUBAMBA,-9.766224,-76.214149,urbano,INEI casco urbano WFS,100104,CHURUBAMBA,CASCO URBANO,139.42,0.2027,urbano_central
1736,HUANUCO,HUANUCO,QUISQUI (KICHKI),-9.886041,-76.386277,rural,Fuera de casco urbano INEI,,,,,,
1739,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,-10.08915,-76.33814,rural,Fuera de casco urbano INEI,,,,,,
1740,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,-10.227976,-76.434163,rural,Fuera de casco urbano INEI,,,,,,
1741,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,-9.9739,-76.3962,rural,Fuera de casco urbano INEI,,,,,,
1742,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,-10.11333,-76.35942,rural,Fuera de casco urbano INEI,,,,,,
1743,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,-10.089,-76.3611,rural,Fuera de casco urbano INEI,,,,,,
1745,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.8546,-76.1981,rural,Fuera de casco urbano INEI,,,,,,
1746,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.8294,-76.2483,rural,Fuera de casco urbano INEI,,,,,,
1747,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.8514,-76.2763,rural,Fuera de casco urbano INEI,,,,,,
1748,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.807292,-76.307135,rural,Fuera de casco urbano INEI,,,,,,
1751,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.79235,-76.311671,rural,Fuera de casco urbano INEI,,,,,,
1756,HUANUCO,HUANUCO,AMARILIS,-9.9418,-76.174,rural,Fuera de casco urbano INEI,,,,,,
1757,HUANUCO,HUANUCO,AMARILIS,-9.9258,-76.1682,rural,Fuera de casco urbano INEI,,,,,,
1770,HUANUCO,AMBO,COLPAS,-10.3039,-76.41694,rural,Fuera de casco urbano INEI,,,,,,
1772,HUANUCO,AMBO,CONCHAMARCA,-10.07934,-76.29018,urbano,INEI casco urbano WFS,100204,CONCHAMARCA,CASCO URBANO,69.36,0.115,urbano_periferico
1779,HUANUCO,AMBO,SAN RAFAEL,-10.244158,-76.12636,rural,Fuera de casco urbano INEI,,,,,,
1784,HUANUCO,DOS DE MAYO,MARIAS,-9.56256,-76.376739,urbano,INEI casco urbano WFS,100311,MARIAS,CASCO URBANO,53.17,0.0909,urbano_periferico
1785,HUANUCO,DOS DE MAYO,MARIAS,-9.335081,-76.394289,rural,Fuera de casco urbano INEI,,,,,,
1786,HUANUCO,DOS DE MAYO,MARIAS,-9.6045,-76.49961,rural,Fuera de casco urbano INEI,,,,,,
1796,HUANUCO,HUACAYBAMBA,COCHABAMBA,-9.191288,-76.395787,rural,Fuera de casco urbano INEI,,,,,,
1803,HUANUCO,HUAMALIES,MONZON,-9.210665,-76.139664,urbano,INEI casco urbano WFS,100507,MONZON,CASCO URBANO,78.8,0.0885,urbano_periferico
1804,HUANUCO,HUAMALIES,MONZON,-9.21528,-76.21465,urbano,INEI casco urbano WFS,100507,MONZON,CASCO URBANO,135.19,0.1518,urbano_central
1812,HUANUCO,MARAÑON,HUACRACHUCO,-8.647407,-77.240925,rural,Fuera de casco urbano INEI,,,,,,
1815,HUANUCO,MARAÑON,CHOLON,-8.484112,-76.385451,urbano,INEI casco urbano WFS,100702,CHOLON,CASCO URBANO,429.74,0.4817,urbano_central
1832,HUANUCO,PACHITEA,PANAO,-10.116679,-75.895886,rural,Fuera de casco urbano INEI,,,,,,
1833,HUANUCO,PACHITEA,PANAO,-10.084867,-75.69669,rural,Fuera de casco urbano INEI,,,,,,
1837,HUANUCO,PACHITEA,CHAGLLA,-9.637039,-75.849504,urbano,INEI casco urbano WFS,100802,CHAGLLA,CASCO URBANO,116.02,0.1618,urbano_central
1842,HUANUCO,PACHITEA,UMARI,-9.876431,-76.030307,rural,Fuera de casco urbano INEI,,,,,,
1844,HUANUCO,PUERTO INCA,PUERTO INCA,-9.366253,-75.033312,urbano,INEI casco urbano WFS,100901,PUERTO INCA,CASCO URBANO,136.09,0.1272,urbano_periferico
1852,HUANUCO,HUACAYBAMBA,PINRA,-8.96765,-77.03102,rural,Fuera de casco urbano INEI,,,,,,
1860,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,-10.2554,-76.6793,rural,Fuera de casco urbano INEI,,,,,,
1933,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,-13.088088,-75.74521,rural,Fuera de casco urbano INEI,,,,,,
1935,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,-13.131974,-75.791198,rural,Fuera de casco urbano INEI,,,,,,
2045,JUNIN,HUANCAYO,PARIAHUANCA,-12.0356,-74.8879,rural,Fuera de casco urbano INEI,,,,,,
2047,JUNIN,HUANCAYO,PARIAHUANCA,-12.0297,-74.7811,rural,Fuera de casco urbano INEI,,,,,,
2048,JUNIN,HUANCAYO,PARIAHUANCA,-11.9855,-74.722,rural,Fuera de casco urbano INEI,,,,,,
2049,JUNIN,HUANCAYO,PARIAHUANCA,-12.0304,-74.8509,rural,Fuera de casco urbano INEI,,,,,,
2058,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,-11.9042,-74.71,rural,Fuera de casco urbano INEI,,,,,,
2059,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,-11.8104,-74.7957,rural,Fuera de casco urbano INEI,,,,,,
2062,JUNIN,HUANCAYO,SAPALLANGA,-12.1183,-75.1797,urbano,INEI casco urbano WFS,120119,HUANCAN,CASCO URBANO,21.58,0.0121,urbano_periferico
2095,JUNIN,JAUJA,MASMA,-11.446917,-75.251815,rural,Fuera de casco urbano INEI,,,,,,
2154,JUNIN,SATIPO,MAZAMARI,-11.3394,-74.5789,rural,Fuera de casco urbano INEI,,,,,,
2157,JUNIN,SATIPO,MAZAMARI,-11.277458,-74.43393,rural,Fuera de casco urbano INEI,,,,,,
2160,JUNIN,SATIPO,PANGOA,-12.13206,-74.08778,rural,Fuera de casco urbano INEI,,,,,,
2161,JUNIN,SATIPO,VIZCATÁN DEL ENE,-12.242704,-74.002549,rural,Fuera de casco urbano INEI,,,,,,
2162,JUNIN,SATIPO,PANGOA,-11.580691,-74.407473,rural,Fuera de casco urbano INEI,,,,,,
2163,JUNIN,SATIPO,PANGOA,-11.6467,-74.3715,rural,Fuera de casco urbano INEI,,,,,,
2164,JUNIN,SATIPO,PANGOA,-11.859621,-73.958085,rural,Fuera de casco urbano INEI,,,,,,
2166,JUNIN,SATIPO,PANGOA,-11.796798,-74.214599,rural,Fuera de casco urbano INEI,,,,,,
2171,JUNIN,SATIPO,PANGOA,-11.665343,-74.280457,rural,Fuera de casco urbano INEI,,,,,,
2176,JUNIN,SATIPO,RIO TAMBO,-12.222111,-73.99843,rural,Fuera de casco urbano INEI,,,,,,
2177,JUNIN,SATIPO,RIO TAMBO,-10.737493,-73.750031,urbano,INEI casco urbano WFS,120608,RIO TAMBO,CASCO URBANO,233.12,0.3587,urbano_central
2178,JUNIN,SATIPO,RIO TAMBO,-11.671676,-74.016956,rural,Fuera de casco urbano INEI,,,,,,
2179,JUNIN,SATIPO,RIO TAMBO,-10.99062,-74.55781,rural,Fuera de casco urbano INEI,,,,,,
2180,JUNIN,SATIPO,RIO TAMBO,-12.039118,-74.030218,rural,Fuera de casco urbano INEI,,,,,,
2181,JUNIN,SATIPO,RIO TAMBO,-11.040882,-74.470064,rural,Fuera de casco urbano INEI,,,,,,
2182,JUNIN,SATIPO,RIO TAMBO,-11.080178,-74.269103,rural,Fuera de casco urbano INEI,,,,,,
2183,JUNIN,SATIPO,RIO TAMBO,-12.1286,-74.0815,rural,Fuera de casco urbano INEI,,,,,,
2184,JUNIN,SATIPO,RIO TAMBO,-11.25629,-73.66778,urbano,INEI casco urbano WFS,120608,RIO TAMBO,CASCO URBANO,389.37,0.5263,urbano_central
2186,JUNIN,SATIPO,RIO TAMBO,-11.8738,-73.9091,rural,Fuera de casco urbano INEI,,,,,,
2187,JUNIN,SATIPO,RIO TAMBO,-11.10971,-74.281211,rural,Fuera de casco urbano INEI,,,,,,
2199,JUNIN,CHANCHAMAYO,PERENE,-10.8676,-75.081,urbano,INEI casco urbano WFS,120302,PERENE,CASCO URBANO,135.02,0.0837,urbano_periferico
2200,JUNIN,CHANCHAMAYO,PERENE,-10.940258,-75.2012,urbano,INEI casco urbano WFS,120302,PERENE,CASCO URBANO,172.54,0.107,urbano_periferico
2201,JUNIN,CHANCHAMAYO,PERENE,-10.9189,-74.87658,urbano,INEI casco urbano WFS,120302,PERENE,CASCO URBANO,449.92,0.2789,urbano_central
2330,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,-7.884404,-78.21092,rural,Fuera de casco urbano INEI,,,,,,
2331,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,-7.809642,-78.245206,rural,Fuera de casco urbano INEI,,,,,,
2332,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,-7.71113,-78.10452,rural,Fuera de casco urbano INEI,,,,,,
2334,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,-7.612372,-77.816041,rural,Fuera de casco urbano INEI,,,,,,
2344,LA LIBERTAD,OTUZCO,CHARAT,-7.766334,-78.483406,urbano,INEI casco urbano WFS,130604,CHARAT,CASCO URBANO,38.46,0.0985,urbano_periferico
2345,LA LIBERTAD,OTUZCO,HUARANCHAL,-7.744481,-78.497107,urbano,INEI casco urbano WFS,130605,HUARANCHAL,CASCO URBANO,32.82,0.082,urbano_periferico
2352,LA LIBERTAD,OTUZCO,SINSICAP,-7.7261,-78.7409,rural,Fuera de casco urbano INEI,,,,,,
2353,LA LIBERTAD,OTUZCO,SINSICAP,-7.8309,-78.716,urbano,INEI casco urbano WFS,130613,SINSICAP,CASCO URBANO,77.21,0.1472,urbano_periferico
2355,LA LIBERTAD,OTUZCO,USQUIL,-7.856456,-78.312075,urbano,INEI casco urbano WFS,130614,USQUIL,CASCO URBANO,55.14,0.0676,urbano_periferico
2375,LA LIBERTAD,PATAZ,TAYABAMBA,-8.242051,-77.358698,rural,Fuera de casco urbano INEI,,,,,,
2444,LA LIBERTAD,JULCAN,CALAMARCA,-8.100252,-78.400594,urbano,INEI casco urbano WFS,130502,CALAMARCA,CASCO URBANO,44.69,0.1407,urbano_periferico
2546,LAMBAYEQUE,CHICLAYO,SAÑA,-6.811665,-79.636961,urbano,INEI casco urbano WFS,140115,SAÑA,CASCO URBANO,74.13,0.0743,urbano_periferico
2576,LAMBAYEQUE,FERREÑAFE,INCAHUASI,-6.278794,-79.373341,rural,Fuera de casco urbano INEI,,,,,,
2577,LAMBAYEQUE,FERREÑAFE,INCAHUASI,-6.142507,-79.354654,rural,Fuera de casco urbano INEI,,,,,,
2579,LAMBAYEQUE,FERREÑAFE,INCAHUASI,-6.277281,-79.412152,rural,Fuera de casco urbano INEI,,,,,,
2583,LAMBAYEQUE,FERREÑAFE,CAÑARIS,-6.10367,-79.179091,rural,Fuera de casco urbano INEI,,,,,,
2584,LAMBAYEQUE,FERREÑAFE,CAÑARIS,-6.082259,-79.467484,rural,Fuera de casco urbano INEI,,,,,,
2622,LAMBAYEQUE,LAMBAYEQUE,SALAS,-6.08415,-79.50603,urbano,INEI casco urbano WFS,140310,SALAS,CASCO URBANO,22.26,0.0355,urbano_periferico
2623,LAMBAYEQUE,LAMBAYEQUE,SALAS,-6.1864,-79.5105,rural,Fuera de casco urbano INEI,,,,,,
2624,LAMBAYEQUE,LAMBAYEQUE,SALAS,-6.1687,-79.4753,urbano,INEI casco urbano WFS,140310,SALAS,CASCO URBANO,42.09,0.0671,urbano_periferico
2626,LAMBAYEQUE,LAMBAYEQUE,SALAS,-6.1703,-79.5358,rural,Fuera de casco urbano INEI,,,,,,
2627,LAMBAYEQUE,LAMBAYEQUE,SALAS,-6.138498,-79.514497,rural,Fuera de casco urbano INEI,,,,,,
2759,LIMA,LIMA,CARABAYLLO,-11.82905,-77.07259,urbano,INEI casco urbano WFS,150106,CARABAYLLO,CASCO URBANO,281.33,0.0666,urbano_periferico
2937,LIMA,LIMA,LURIGANCHO,-12.01372,-76.91828,urbano,INEI casco urbano WFS,150118,LURIGANCHO,CASCO URBANO,784.24,0.1626,urbano_central
2948,LIMA,LIMA,LURIGANCHO,-11.99263,-76.91756,urbano,INEI casco urbano WFS,150118,LURIGANCHO,CASCO URBANO,1186.44,0.246,urbano_central
2949,LIMA,LIMA,LURIGANCHO,-11.9868,-76.8989,urbano,INEI casco urbano WFS,150118,LURIGANCHO,CASCO URBANO,631.19,0.1309,urbano_periferico
2953,LIMA,LIMA,LURIGANCHO,-11.97697,-76.94272,urbano,INEI casco urbano WFS,150118,LURIGANCHO,CASCO URBANO,535.85,0.1111,urbano_periferico
3004,LIMA,LIMA,PACHACAMAC,-12.1069,-76.87333,urbano,INEI casco urbano WFS,150123,PACHACAMAC,CASCO URBANO,965.58,0.2941,urbano_central
3186,LIMA,LIMA,SANTA ROSA,-11.81578,-77.15561,urbano,INEI casco urbano WFS,150139,SANTA ROSA,CASCO URBANO,255.85,0.1415,urbano_periferico
3344,LIMA,LIMA,EL AGUSTINO,-12.0303,-76.96305,urbano,INEI casco urbano WFS,150111,EL AGUSTINO,CASCO URBANO,126.84,0.062,urbano_periferico
3601,LIMA,CAJATAMBO,MANAS,-10.597452,-77.335809,urbano,INEI casco urbano WFS,150305,MANAS,CASCO URBANO,57.28,0.2141,urbano_periferico
3633,LIMA,CAÑETE,NUEVO IMPERIAL,-13.017297,-76.33846,urbano,INEI casco urbano WFS,150510,NUEVO IMPERIAL,CASCO URBANO,266.27,0.1467,urbano_periferico
3634,LIMA,CAÑETE,NUEVO IMPERIAL,-13.03347,-76.330897,urbano,INEI casco urbano WFS,150510,NUEVO IMPERIAL,CASCO URBANO,215.47,0.1187,urbano_periferico
3663,LIMA,HUAURA,PACCHO,-11.016902,-76.996435,rural,Fuera de casco urbano INEI,,,,,,
3686,LIMA,HUAROCHIRI,MARIATANA,-12.322138,-76.511698,rural,Fuera de casco urbano INEI,,,,,,
3687,LIMA,HUAROCHIRI,MARIATANA,-12.273075,-76.416583,rural,Fuera de casco urbano INEI,,,,,,
3691,LIMA,HUAROCHIRI,SAN ANTONIO,-11.932625,-76.965485,urbano,INEI casco urbano WFS,150132,SAN JUAN DE LURIGANCHO,CASCO URBANO,843.27,0.1599,urbano_central
3698,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,-12.219639,-76.223366,urbano,INEI casco urbano WFS,150721,SAN LORENZO DE QUINTI,CASCO URBANO,23.69,0.0743,urbano_periferico
3709,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,-12.22247,-76.84255,rural,Fuera de casco urbano INEI,,,,,,
3710,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,-12.2329,-76.4941,rural,Fuera de casco urbano INEI,,,,,,
3717,LIMA,YAUYOS,ALLAUCA,-12.707995,-75.97021,rural,Fuera de casco urbano INEI,,,,,,
3725,LIMA,YAUYOS,COLONIA,-12.63774,-75.533309,rural,Fuera de casco urbano INEI,,,,,,
3726,LIMA,YAUYOS,COLONIA,-12.562609,-75.908466,urbano,INEI casco urbano WFS,151011,COLONIA,CASCO URBANO,20.76,0.0769,urbano_periferico
3731,LIMA,YAUYOS,HUANTAN,-12.510401,-75.6602,urbano,INEI casco urbano WFS,151016,HUANTAN,CASCO URBANO,48.95,0.1819,urbano_periferico
3735,LIMA,YAUYOS,LINCHA,-12.833556,-75.753883,rural,Fuera de casco urbano INEI,,,,,,
3746,LIMA,YAUYOS,TUPE,-12.754726,-75.848518,rural,Fuera de casco urbano INEI,,,,,,
3749,LIMA,YAUYOS,VIÑAC,-12.9454,-75.749,urbano,INEI casco urbano WFS,151032,VIÑAC,CASCO URBANO,23.89,0.1016,urbano_periferico
3750,LIMA,YAUYOS,VIÑAC,-12.833419,-75.92408,rural,Fuera de casco urbano INEI,,,,,,
3751,LIMA,YAUYOS,VIÑAC,-12.884533,-75.804148,rural,Fuera de casco urbano INEI,,,,,,
3848,LORETO,MAYNAS,LAS AMAZONAS,-3.57846,-72.250283,urbano,INEI casco urbano WFS,160105,LAS AMAZONAS,CASCO URBANO,81.74,0.0675,urbano_periferico
3849,LORETO,MAYNAS,LAS AMAZONAS,-3.478777,-72.50667,rural,Fuera de casco urbano INEI,,,,,,
3853,LORETO,MAYNAS,NAPO,-2.803588,-73.542841,rural,Fuera de casco urbano INEI,,,,,,
3896,LORETO,ALTO AMAZONAS,BALSAPUERTO,-5.712532,-76.411742,rural,Fuera de casco urbano INEI,,,,,,
3897,LORETO,ALTO AMAZONAS,BALSAPUERTO,-5.647423,-76.535566,rural,Fuera de casco urbano INEI,,,,,,
3908,LORETO,LORETO,NAUTA,-4.2862,-73.431099,rural,Fuera de casco urbano INEI,,,,,,
3913,LORETO,LORETO,URARINAS,-4.587847,-74.767006,urbano,INEI casco urbano WFS,160305,URARINAS,CASCO URBANO,115.59,0.1176,urbano_periferico
3922,LORETO,REQUENA,EMILIO SAN MARTIN,-5.563283,-74.169334,urbano,INEI casco urbano WFS,160504,EMILIO SAN MARTIN,CASCO URBANO,51.95,0.0818,urbano_periferico
3924,LORETO,REQUENA,MAQUIA,-5.77244,-74.66161,rural,Fuera de casco urbano INEI,,,,,,
3938,LORETO,UCAYALI,PADRE MARQUEZ,-7.831389,-74.810437,rural,Fuera de casco urbano INEI,,,,,,
3939,LORETO,UCAYALI,PADRE MARQUEZ,-7.758575,-74.925601,urbano,INEI casco urbano WFS,160603,PADRE MARQUEZ,CASCO URBANO,75.56,0.1226,urbano_periferico
3942,LORETO,UCAYALI,PAMPA HERMOSA,-7.217659,-76.065342,rural,Fuera de casco urbano INEI,,,,,,
3944,LORETO,UCAYALI,SARAYACU,-5.995323,-74.67719,rural,Fuera de casco urbano INEI,,,,,,
3946,LORETO,UCAYALI,SARAYACU,-6.560392,-75.175915,urbano,INEI casco urbano WFS,160605,SARAYACU,CASCO URBANO,242.08,0.2561,urbano_central
3947,LORETO,UCAYALI,SARAYACU,-6.036582,-74.854488,urbano,INEI casco urbano WFS,160605,SARAYACU,CASCO URBANO,128.91,0.1364,urbano_periferico
3954,LORETO,MARISCAL RAMON CASTILLA,PEBAS,-3.486117,-72.050207,rural,Fuera de casco urbano INEI,,,,,,
3956,LORETO,MARISCAL RAMON CASTILLA,YAVARI,-4.116703,-70.052869,rural,Fuera de casco urbano INEI,,,,,,
